enum	permissible_value	meaning	description	comments	suspect	single	in_subset
SrDepEnvEnum	other				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Archean				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Cambrian				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Carboniferous				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Cenozoic				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Cretaceous				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Devonian				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Jurassic				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Mesozoic				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Neogene				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Ordovician				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	other				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Paleogene				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Paleozoic				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Permian				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Precambrian				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Proterozoic				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Silurian				FALSE	FALSE	packages_tab_no_conflict
SrGeolAgeEnum	Triassic				FALSE	FALSE	packages_tab_no_conflict
SrKerogTypeEnum	other				FALSE	FALSE	packages_tab_no_conflict
SrKerogTypeEnum	Type I				FALSE	FALSE	packages_tab_no_conflict
SrKerogTypeEnum	Type II				FALSE	FALSE	packages_tab_no_conflict
SrKerogTypeEnum	Type III				FALSE	FALSE	packages_tab_no_conflict
SrKerogTypeEnum	Type IV				FALSE	FALSE	packages_tab_no_conflict
SrLithologyEnum	Biosilicieous				FALSE	FALSE	packages_tab_no_conflict
SrLithologyEnum	Carbonate				FALSE	FALSE	packages_tab_no_conflict
SrLithologyEnum	Clastic				FALSE	FALSE	packages_tab_no_conflict
SrLithologyEnum	Coal				FALSE	FALSE	packages_tab_no_conflict
SrLithologyEnum	other				FALSE	FALSE	packages_tab_no_conflict
SubstructureTypeEnum	basement				FALSE	FALSE	packages_tab_no_conflict
SubstructureTypeEnum	crawlspace				FALSE	FALSE	packages_tab_no_conflict
SubstructureTypeEnum	slab on grade				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	biocides				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	biological contaminants				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	dust				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	nutrients				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	organic matter				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	particulate matter				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	radon				FALSE	FALSE	packages_tab_no_conflict
SurfAirContEnum	volatile organic compounds				FALSE	FALSE	packages_tab_no_conflict
SymLifeCycleTypeEnum	complex life cycle				FALSE	FALSE	packages_tab_no_conflict
SymLifeCycleTypeEnum	simple life cycle				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	accidental				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	dead-end				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	definitive				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	intermediate				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	paratenic				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	reservoir				FALSE	FALSE	packages_tab_no_conflict
SymbiontHostRoleEnum	single host				FALSE	FALSE	packages_tab_no_conflict
TidalStageEnum	ebb tide				FALSE	FALSE	packages_tab_no_conflict
TidalStageEnum	flood tide				FALSE	FALSE	packages_tab_no_conflict
TidalStageEnum	high tide				FALSE	FALSE	packages_tab_no_conflict
TidalStageEnum	low tide				FALSE	FALSE	packages_tab_no_conflict
TrainLineEnum	green				FALSE	FALSE	packages_tab_no_conflict
TrainLineEnum	orange				FALSE	FALSE	packages_tab_no_conflict
TrainLineEnum	red				FALSE	FALSE	packages_tab_no_conflict
TrainStatLocEnum	forest hills				FALSE	FALSE	packages_tab_no_conflict
TrainStatLocEnum	riverside				FALSE	FALSE	packages_tab_no_conflict
TrainStatLocEnum	south station above ground				FALSE	FALSE	packages_tab_no_conflict
TrainStatLocEnum	south station amtrak				FALSE	FALSE	packages_tab_no_conflict
TrainStatLocEnum	south station underground				FALSE	FALSE	packages_tab_no_conflict
TrainStopLocEnum	downtown				FALSE	FALSE	packages_tab_no_conflict
TrainStopLocEnum	end				FALSE	FALSE	packages_tab_no_conflict
TrainStopLocEnum	mid				FALSE	FALSE	packages_tab_no_conflict
TypeOfSymbiosisEnum	commensalistic				FALSE	FALSE	packages_tab_no_conflict
TypeOfSymbiosisEnum	mutualistic				FALSE	FALSE	packages_tab_no_conflict
TypeOfSymbiosisEnum	parasitic				FALSE	FALSE	packages_tab_no_conflict
UrineCollectMethEnum	catheter				FALSE	FALSE	packages_tab_no_conflict
UrineCollectMethEnum	clean catch				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	fire resistive				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	frame construction				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	joisted masonry				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	light noncombustible				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	masonry noncombustible				FALSE	FALSE	packages_tab_no_conflict
WallConstTypeEnum	modified fire resistive				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	acoustical treatment				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	gypsum board				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	gypsum plaster				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	masonry				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	metal				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	plaster				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	stone facing				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	terrazzo				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	tile				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	veneer plaster				FALSE	FALSE	packages_tab_no_conflict
WallFinishMatEnum	wood				FALSE	FALSE	packages_tab_no_conflict
WallLocEnum	east				FALSE	FALSE	packages_tab_no_conflict
WallLocEnum	north				FALSE	FALSE	packages_tab_no_conflict
WallLocEnum	south				FALSE	FALSE	packages_tab_no_conflict
WallLocEnum	west				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	fabric				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	no treatment				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	painted				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	paneling				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	stucco				FALSE	FALSE	packages_tab_no_conflict
WallSurfTreatmentEnum	wall paper				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	crows feet				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	crows-foot stomp				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	double skip				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	hawk and trowel				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	knockdown				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	orange peel				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	popcorn				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	rosebud stomp				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	Santa-Fe texture				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	skip trowel				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	smooth				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	stomp knockdown				FALSE	FALSE	packages_tab_no_conflict
WallTextureEnum	swirl				FALSE	FALSE	packages_tab_no_conflict
WallWaterMoldEnum	no presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
WallWaterMoldEnum	presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
WaterFeatTypeEnum	fountain				FALSE	FALSE	packages_tab_no_conflict
WaterFeatTypeEnum	pool				FALSE	FALSE	packages_tab_no_conflict
WaterFeatTypeEnum	standing feature				FALSE	FALSE	packages_tab_no_conflict
WaterFeatTypeEnum	stream				FALSE	FALSE	packages_tab_no_conflict
WaterFeatTypeEnum	waterfall				FALSE	FALSE	packages_tab_no_conflict
WaterSourceSharedEnum	"multiple users, agricutural"				FALSE	FALSE	packages_tab_no_conflict
WaterSourceSharedEnum	"multiple users, other"				FALSE	FALSE	packages_tab_no_conflict
WaterSourceSharedEnum	no sharing				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Friday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Monday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Saturday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Sunday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Thursday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Tuesday				FALSE	FALSE	packages_tab_no_conflict
WeekdayEnum	Wednesday				FALSE	FALSE	packages_tab_no_conflict
WindowCondEnum	damaged				FALSE	FALSE	packages_tab_no_conflict
WindowCondEnum	needs repair				FALSE	FALSE	packages_tab_no_conflict
WindowCondEnum	new				FALSE	FALSE	packages_tab_no_conflict
WindowCondEnum	rupture				FALSE	FALSE	packages_tab_no_conflict
WindowCondEnum	visible wear				FALSE	FALSE	packages_tab_no_conflict
WindowCoverEnum	blinds				FALSE	FALSE	packages_tab_no_conflict
WindowCoverEnum	curtains				FALSE	FALSE	packages_tab_no_conflict
WindowCoverEnum	none				FALSE	FALSE	packages_tab_no_conflict
WindowHorizPosEnum	left				FALSE	FALSE	packages_tab_no_conflict
WindowHorizPosEnum	middle				FALSE	FALSE	packages_tab_no_conflict
WindowHorizPosEnum	right				FALSE	FALSE	packages_tab_no_conflict
WindowLocEnum	east				FALSE	FALSE	packages_tab_no_conflict
WindowLocEnum	north				FALSE	FALSE	packages_tab_no_conflict
WindowLocEnum	south				FALSE	FALSE	packages_tab_no_conflict
WindowLocEnum	west				FALSE	FALSE	packages_tab_no_conflict
WindowMatEnum	clad				FALSE	FALSE	packages_tab_no_conflict
WindowMatEnum	fiberglass				FALSE	FALSE	packages_tab_no_conflict
WindowMatEnum	metal				FALSE	FALSE	packages_tab_no_conflict
WindowMatEnum	vinyl				FALSE	FALSE	packages_tab_no_conflict
WindowMatEnum	wood				FALSE	FALSE	packages_tab_no_conflict
WindowStatusEnum	closed				FALSE	FALSE	packages_tab_no_conflict
WindowStatusEnum	open				FALSE	FALSE	packages_tab_no_conflict
WindowTypeEnum	fixed window				FALSE	FALSE	packages_tab_no_conflict
WindowTypeEnum	horizontal sash window				FALSE	FALSE	packages_tab_no_conflict
WindowTypeEnum	single-hung sash window				FALSE	FALSE	packages_tab_no_conflict
WindowVertPosEnum	bottom				FALSE	FALSE	packages_tab_no_conflict
WindowVertPosEnum	high				FALSE	FALSE	packages_tab_no_conflict
WindowVertPosEnum	low				FALSE	FALSE	packages_tab_no_conflict
WindowVertPosEnum	middle				FALSE	FALSE	packages_tab_no_conflict
WindowVertPosEnum	top				FALSE	FALSE	packages_tab_no_conflict
WindowWaterMoldEnum	no presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
WindowWaterMoldEnum	presence of mold visible				FALSE	FALSE	packages_tab_no_conflict
